"OPERATEUR";"CODE_EIC";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"ADRESSE";"NOM_COMMUNE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Enedis";"17X100A100A0001A";"2020";"E";"831370311";"Saint-Roch I";"QUARTIER SAINT ROCH";"TOULON";"T";381.05072;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340702";"Argonne-Champ Chardon-Fontaine-Nécotin";"21 AVENUE DES DROITS DE L HOMME";"ORLÉANS";"T";380.94967;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381205";"Les Olympiades";"AVENUE DU CANADA";"RENNES";"T";380.8518;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370608";"Dutasta-Mayol";"RUE HENRI PERTUS";"TOULON";"T";379.64346;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631105";"Capucins-Victoire 5";"MARCHE DES CAPUCINS";"BORDEAUX";"T";379.53839;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631003";"Saint-Bruno-Saint-Victor 3";"88 BOULEVARD MARECHAL LECLERC";"BORDEAUX";"R";378.78701;81
"Enedis";"17X100A100A0001A";"2020";"E";"831370806";"La Palasse-Collet de Gipon";"96 AVENUE DE FORBIN";"TOULON";"R";378.52016;214
"Enedis";"17X100A100A0001A";"2020";"E";"831370810";"La Barre-Les Ameniers";"627 BOULEVARD JEAN BAPTISTE ABEL";"TOULON";"R";378.09283;139
"Enedis";"17X100A100A0001A";"2020";"E";"831370608";"Dutasta-Mayol";"PLACE DU CHAMP DE MARS";"TOULON";"I";377.837;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630502";"Hôtel de Ville-Quinconces 2";"PLACE DE LA FERME DE RICHEMONT";"BORDEAUX";"T";377.09364;2
"Enedis";"17X100A100A0001A";"2020";"E";"452341001";"Acacias-Bannier-Groues";"4 AVENUE DE LA LIBERATION";"ORLÉANS";"T";376.70948;3
"Enedis";"17X100A100A0001A";"2020";"E";"352380104";"Parcheminerie Toussaints";"1 QUAI LAMENNAIS";"RENNES";"T";376.53416;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"140 BOULEVARD MARECHAL LECLERC";"TOULON";"T";376.01008;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380307";"Champeaux";"8 ALLEE ADOLPHE BOBIERRE";"RENNES";"T";375.94133;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370611";"Champ de Mars II";"110 RUE COMMANDANT HOUOT";"TOULON";"R";374.89585;97
"Enedis";"17X100A100A0001A";"2020";"E";"330630703";"Villa Primerose Parc Bordelais-Caudéran 3";"6 AVENUE CHARLES DE GAULLE";"BORDEAUX";"T";374.86613;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340802";"Bourgogne-Saint-Vincent";"BOULEVARD PIERRE SEGELLE";"ORLÉANS";"T";374.626;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370206";"Monserrat-Bonnes Herbes";"451 CHEMIN DES BONNES HERBES";"TOULON";"R";374.21062;70
"Enedis";"17X100A100A0001A";"2020";"E";"831370610";"Sainte-Catherine";"548 AVENUE MARCEL CASTIE";"TOULON";"R";372.8847;96
"Enedis";"17X100A100A0001A";"2020";"E";"452340701";"Ouest-Gendarmerie";"6 RUE DE LA LISOTTE";"ORLÉANS";"R";371.29628;101
"Enedis";"17X100A100A0001A";"2020";"E";"330630507";"Hôtel de Ville-Quinconces 7";"ALLEE DE TOURNY";"BORDEAUX";"T";370.90989;4
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"QUAI DE BACALAN";"BORDEAUX";"I";370.36804;3
"Enedis";"17X100A100A0001A";"2020";"E";"330631207";"Nansouty 7";"64 RUE MALBEC";"BORDEAUX";"T";370.3085;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342002";"Lavoisier-Insee";"6 RUE EDOUARD BRANLY";"ORLÉANS";"T";370.11652;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"AVENUE GROS MALHON";"RENNES";"T";369.34236;2
"Enedis";"17X100A100A0001A";"2020";"E";"452340103";"Bourgogne-Châtelet";"RUE DES HALLES";"ORLÉANS";"T";369.24986;6
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"1 AVENUE RAGEOT DE LA TOUCHE";"TOULON";"T";368.64114;2
"Enedis";"17X100A100A0001A";"2020";"E";"330630303";"Chartrons-Grand Parc 3";"75 COURS DU MEDOC";"BORDEAUX";"R";368.52653;90
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"10 RUE DE LA FAIENCERIE";"BORDEAUX";"I";368.30983;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"8 RUE CLAUDE BONNIER";"BORDEAUX";"I";368.27218;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631208";"Nansouty 8";"9 BOULEVARD ALBERT 1ER";"BORDEAUX";"T";367.79751;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342001";"Poincaré-Bécasse";"RUE ANDRE AMPERE";"ORLÉANS";"T";367.50267;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381203";"Canada";"AVENUE HENRI FREVILLE";"RENNES";"T";367.14119;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370809";"La Barre";"49 AVENUE GENERAL PRUNEAU";"TOULON";"T";367.02801;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340501";"Faubourg Bourgogne";"3 RUE DE L ORBETTE";"ORLÉANS";"T";366.51282;1
"Enedis";"17X100A100A0001A";"2020";"E";"920730101";"Bas de Suresnes 1";"5 RUE SALOMON DE ROTHSCHILD";"SURESNES";"T";366.40733;15
"Enedis";"17X100A100A0001A";"2020";"E";"452340201";"Martroi-Cathédrale";"16 RUE DE LA REPUBLIQUE";"ORLÉANS";"T";365.124;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630405";"La Bastide 5";"12 QUAI DE LA SOUYS";"BORDEAUX";"T";365.113;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630201";"Bacalan 1";"370 BOULEVARD ALFRED DANEY";"BORDEAUX";"T";364.789;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630802";"Lestonnat-Monséjour 2";"283 AVENUE MAL DE LATTRE DE TASSIGNY";"BORDEAUX";"R";364.66877;95
"Enedis";"17X100A100A0001A";"2020";"E";"330631302";"Gare Saint-Jean 2";"2 B RUE CHARLES DOMERQ";"BORDEAUX";"T";364.586;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341301";"Fiacre-Chenault";"PLACE SAINT CHARLES";"ORLÉANS";"T";364.32683;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630103";"Le Lac 3";"4 LES AUBIERS ENTREE";"BORDEAUX";"T";364.21835;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630312";"Chartrons-Grand Parc 12";"172 COURS DU MEDOC";"BORDEAUX";"T";363.9772;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340102";"Bourgogne-Préfecture";"9 RUE SAINT ETIENNE";"ORLÉANS";"T";363.228;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631003";"Saint-Bruno-Saint-Victor 3";"AVENUE DU GENERAL DE LARMINANT";"BORDEAUX";"T";362.508;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380308";"Z.A. Ouest";"RUE JEAN LE HO";"RENNES";"T";361.98186;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"59 RUE PAPU";"RENNES";"T";361.16366;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630505";"Hôtel de Ville-Quinconces 5";"11 COURS D ALSACE ET LORRAINE";"BORDEAUX";"T";361.00917;2
"Enedis";"17X100A100A0001A";"2020";"E";"452342103";"Universités";"RUE D ALSACE";"ORLÉANS";"T";360.81179;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630101";"Le Lac 1";"RUE DU PR PIERRE DANGEARD";"BORDEAUX";"T";359.9491;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370808";"La Serinette-Le Cap Brun";"2680 AVENUE DE LA RESISTANCE";"TOULON";"R";359.79818;114
"Enedis";"17X100A100A0001A";"2020";"E";"330630703";"Villa Primerose Parc Bordelais-Caudéran 3";"49 RUE DE L ECOLE NORMALE";"BORDEAUX";"T";359.76;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370504";"Haute Ville-La Gare";"PLACE DE LA LIBERTE";"TOULON";"T";359.55941;2
"Enedis";"17X100A100A0001A";"2020";"E";"452342102";"Le Lac-Avenue de l'Hôpital";"3 AVENUE DE CONCYR";"ORLÉANS";"T";359.26791;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630505";"Hôtel de Ville-Quinconces 5";"PLACE DE LA BOURSE";"BORDEAUX";"T";359.15;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342103";"Universités";"RUE DE BLOIS";"ORLÉANS";"T";359.027;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"65 COURS EDOUARD VAILLANT";"BORDEAUX";"T";358.01432;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370806";"La Palasse-Collet de Gipon";"135 AVENUE GEORGES LEYGUES";"TOULON";"T";357.6299;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380403";"Z.A. Nord";"36 RUE DE LA DONELIERE";"RENNES";"T";357.3468;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340201";"Martroi-Cathédrale";"RUE DES HUGUENOTS";"ORLÉANS";"T";356.569;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630502";"Hôtel de Ville-Quinconces 2";"3 RUE RAVEZIES";"BORDEAUX";"T";356.51345;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370904";"Brunet";"272 RUE ANDRE CHENIER";"TOULON";"T";356.507;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630403";"La Bastide 3";"236 AVENUE THIERS";"BORDEAUX";"R";355.11569;79
"Enedis";"17X100A100A0001A";"2020";"E";"352380603";"Le Gallet-Les Longs Champs Nord";"288 RUE DE FOUGERES";"RENNES";"T";354.86859;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340102";"Bourgogne-Préfecture";"RUE DE L UNIVERSITE";"ORLÉANS";"T";354.601;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630405";"La Bastide 5";"33 AVENUE THIERS";"BORDEAUX";"T";354.55037;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630101";"Le Lac 1";"COURS JULES LADOUMEGUE";"BORDEAUX";"T";354.00537;2
"Enedis";"17X100A100A0001A";"2020";"E";"330630305";"Chartrons-Grand Parc 5";"2 PLACE RAVEZIES";"BORDEAUX";"T";353.9986;5
"Enedis";"17X100A100A0001A";"2020";"E";"330630403";"La Bastide 3";"376 AVENUE THIERS";"BORDEAUX";"T";353.79691;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630303";"Chartrons-Grand Parc 3";"COURS DU RACCORDEMENT";"BORDEAUX";"T";353.66502;2
"Enedis";"17X100A100A0001A";"2020";"E";"352380110";"Hôtel-Dieu";"2 RUE DE L HOTEL DIEU";"RENNES";"T";352.863;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"26 MAIL FRANCOIS MITTERRAND";"RENNES";"T";351.96171;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380107";"Dalle du Colombier";"TOUR L PL DU M JUIN";"RENNES";"T";351.266;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370607";"Besagne";"ZONE D AMENA BEZAGNE HOTEL DU PALAIS";"TOULON";"T";351.132;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380102";"Hoche";"RUE DE LA VISITATION";"RENNES";"T";350.89479;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370901";"Sainte-Musse II";"RUE URANIE";"TOULON";"T";350.36242;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370310";"Saint-Roch II";"7 RUE JOSEPH PEYRE FERRY";"TOULON";"T";350.24213;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340802";"Bourgogne-Saint-Vincent";"RUE DU BRESIL";"ORLÉANS";"T";350.152;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340803";"Gare-Munster";"9 AVENUE DE MUNSTER";"ORLÉANS";"R";350.10574;108
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"117 AVENUE LAZARE CARNOT";"TOULON";"T";350.09019;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"AVENUE WINSTON CHURCHILL";"TOULON";"T";349.842;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631302";"Gare Saint-Jean 2";"FACE GARE ST JEAN";"BORDEAUX";"T";349.78511;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630201";"Bacalan 1";"RUE DUGUAY TROUIN";"BORDEAUX";"T";349.39586;3
"Enedis";"17X100A100A0001A";"2020";"E";"330630103";"Le Lac 3";"47 RUE CHARLES TOURNEMIRE";"BORDEAUX";"R";349.38289;178
"Enedis";"17X100A100A0001A";"2020";"E";"452340702";"Argonne-Champ Chardon-Fontaine-Nécotin";"14 AVENUE DES DROITS DE L HOMME";"ORLÉANS";"T";348.81512;5
"Enedis";"17X100A100A0001A";"2020";"E";"452340702";"Argonne-Champ Chardon-Fontaine-Nécotin";"1 B PLACE DU CHAMP CHARDON";"ORLÉANS";"T";348.69596;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"BOULEVARD DE STRASBOURG";"RENNES";"T";348.112;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630201";"Bacalan 1";"RUE YVES GLOTIN";"BORDEAUX";"T";348.02155;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630305";"Chartrons-Grand Parc 5";"RUE JEAN ARTUS";"BORDEAUX";"T";347.94143;2
"Enedis";"17X100A100A0001A";"2020";"E";"330630307";"Chartrons-Grand Parc 7";"35 AVENUE EMILE COUNORD";"BORDEAUX";"T";347.933;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630306";"Chartrons-Grand Parc 6";"194 BOULEVARD GODARD";"BORDEAUX";"T";347.10418;2
"Enedis";"17X100A100A0001A";"2020";"E";"352380507";"Morbihan Est";"84 ALLEE DE QUIBERON";"RENNES";"R";346.8589;52
"Enedis";"17X100A100A0001A";"2020";"E";"330631003";"Saint-Bruno-Saint-Victor 3";"115 RUE JOSEPH ABRIA";"BORDEAUX";"T";346.79;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381005";"Villejean Nord-Est";"AVENUE LA BATAILLE FLANDRE DUNKERQUE";"RENNES";"T";346.757;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380107";"Dalle du Colombier";"1 RUE DU CAPITAINE MAIGNAN";"RENNES";"T";345.906;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"5 TERRASSE DU FRONT DU MEDOC";"BORDEAUX";"R";345.67597;71
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"22 RUE CHANTECRIT";"BORDEAUX";"R";345.6467;48
"Enedis";"17X100A100A0001A";"2020";"E";"452341701";"Sud";"RUE DE L INDUSTRIE";"ORLÉANS";"I";344.52416;2
"Enedis";"17X100A100A0001A";"2020";"E";"352380104";"Parcheminerie Toussaints";"RUE PAUL LOUIS COURIER";"RENNES";"T";343.655;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340502";"Argonne Sud-Jean Zay";"8 AVENUE JEAN ZAY";"ORLÉANS";"R";342.95616;139
"Enedis";"17X100A100A0001A";"2020";"E";"330630303";"Chartrons-Grand Parc 3";"110 COURS SAINT LOUIS";"BORDEAUX";"R";342.56598;85
"Enedis";"17X100A100A0001A";"2020";"E";"330631202";"Nansouty 2";"205 COURS DE L ARGONNE";"BORDEAUX";"T";342.03837;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630501";"Hôtel de Ville-Quinconces 1";"5 RUE DE CURSOL";"BORDEAUX";"T";340.1824;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340801";"Bourgogne-Pasteur";"RUE MARCEL PROUST";"ORLÉANS";"T";340.12615;3
"Enedis";"17X100A100A0001A";"2020";"E";"330631302";"Gare Saint-Jean 2";"1 RUE DE DOUMERC";"BORDEAUX";"T";339.59121;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631004";"Saint-Bruno-Saint-Victor 4";"20 RUE SAINTE CECILE";"BORDEAUX";"R";339.42195;83
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"RUE ANDRE ET YVONNE MEYNIER";"RENNES";"I";339.18658;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342101";"Sapins-Poincaré Est";"6 AVENUE DE CONCYR";"ORLÉANS";"T";338.889;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380505";"La Motte Brûlon";"5 RUE DE LA MOTTE BRULON";"RENNES";"T";338.88464;2
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"PONT BACCALAN BASTIDE RIVE GAUCHE";"BORDEAUX";"T";338.339;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370611";"Champ de Mars II";"163 RUE JEAN BARTOLINI";"TOULON";"R";338.1615;141
"Enedis";"17X100A100A0001A";"2020";"E";"330630904";"Saint-Augustin 4";"107 RUE DE LA PELOUSE DE DOUET";"BORDEAUX";"T";337.70181;2
"Enedis";"17X100A100A0001A";"2020";"E";"920730101";"Bas de Suresnes 1";"28 RUE DE VERDUN";"SURESNES";"T";337.45494;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"RUE CHALUCET";"TOULON";"T";336.8875;5
"Enedis";"17X100A100A0001A";"2020";"E";"352381109";"Henri Fréville Sud-Est";"AVENUE HENRI FREVILLE";"RENNES";"T";336.711;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340501";"Faubourg Bourgogne";"58 FAUBOURG BOURGOGNE";"ORLÉANS";"T";336.69343;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370504";"Haute Ville-La Gare";"RUE ADOLPHE GUIOL";"TOULON";"T";336.034;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342103";"Universités";"7 RUE DE VENDOME";"ORLÉANS";"T";335.86549;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631304";"Gare Saint-Jean 4";"27 RUE SAINT VINCENT DE PAUL";"BORDEAUX";"R";335.8061;72
"Enedis";"17X100A100A0001A";"2020";"E";"831370201";"Pont Neuf";"601 AVENUE ARISTIDE BRIAND";"TOULON";"T";335.29455;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630603";"Saint-Seurin-Fondaudège 3";"22 BOULEVARD PIERRE 1ER";"BORDEAUX";"T";334.88702;2
"Enedis";"17X100A100A0001A";"2020";"E";"352380901";"Arsenal";"28 RUE DE REDON";"RENNES";"T";334.64749;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631208";"Nansouty 8";"99 BOULEVARD ALBERT 1ER";"BORDEAUX";"R";334.4359;209
"Enedis";"17X100A100A0001A";"2020";"E";"831370807";"Pont de Suve";"1621 AVENUE JOSEPH GASQUET";"TOULON";"R";333.7343;135
"Enedis";"17X100A100A0001A";"2020";"E";"330630506";"Hôtel de Ville-Quinconces 6";"55 RUE FONDAUDEGE";"BORDEAUX";"I";332.25363;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341101";"Sonis-Saint-Jean";;"ORLÉANS";"T";331.97;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631005";"Saint-Bruno-Saint-Victor 5";"RUE MARGUERITE CRAUSTE";"BORDEAUX";"T";331.78187;4
"Enedis";"17X100A100A0001A";"2020";"E";"452342002";"Lavoisier-Insee";"2 RUE ANTOINE LAURENT DE LAVOISIER";"ORLÉANS";"T";331.677;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340802";"Bourgogne-Saint-Vincent";"5 RUE ROBERT BOTHEREAU";"ORLÉANS";"T";331.21357;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370203";"L'Escaillon";"102 RUE DE DOUALA";"TOULON";"R";331.06706;130
"Enedis";"17X100A100A0001A";"2020";"E";"452341701";"Sud";"RUE DU CLOS DE LA MOTTE";"ORLÉANS";"T";330.49796;2
"Enedis";"17X100A100A0001A";"2020";"E";"330631202";"Nansouty 2";"10 RUE DES TREUILS";"BORDEAUX";"T";330.33;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370809";"La Barre";"BOULEVARD PIERRE GASSENDI";"TOULON";"T";330.037;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630504";"Hôtel de Ville-Quinconces 4";"27 RUE DU PARLEMENT STE CATHERINE";"BORDEAUX";"T";329.75692;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631106";"Capucins-Victoire 6";"24 COURS DE LA SOMME";"BORDEAUX";"R";329.61173;100
"Enedis";"17X100A100A0001A";"2020";"E";"352380308";"Z.A. Ouest";"18 RUE LEON BERTHAULT";"RENNES";"T";328.72383;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"40 RUE EDMOND MICHELET";"BORDEAUX";"T";328.01317;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370901";"Sainte-Musse II";"215 CHEMIN DE FLORE";"TOULON";"R";327.54542;57
"Enedis";"17X100A100A0001A";"2020";"E";"352380104";"Parcheminerie Toussaints";"44 BOULEVARD DE LA LIBERTE";"RENNES";"T";327.35;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340801";"Bourgogne-Pasteur";"PLACE ALBERT 1ER";"ORLÉANS";"I";327.131;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631204";"Nansouty 4";"127 COURS DE LA SOMME";"BORDEAUX";"T";326.84661;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631303";"Gare Saint-Jean 3";"343 BOULEVARD JEAN JACQUES BOSC";"BORDEAUX";"T";325.70676;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370101";"Bon Rencontre-Arsenal";"163 AVENUE DES FUSILIERS MARINS";"TOULON";"R";325.70395;71
"Enedis";"17X100A100A0001A";"2020";"E";"330630802";"Lestonnat-Monséjour 2";"19 RUE JUDE";"BORDEAUX";"T";325.128;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380308";"Z.A. Ouest";"RUE DE LORIENT";"RENNES";"T";324.03226;3
"Enedis";"17X100A100A0001A";"2020";"E";"452341001";"Acacias-Bannier-Groues";"RUE DE LA BOURIE ROUGE";"ORLÉANS";"T";323.7869;2
"Enedis";"17X100A100A0001A";"2020";"E";"831370907";"Sainte-Musse III";"641 RUE HENRI SAINTE CLAIRE DEVILLE";"TOULON";"R";323.52381;80
"Enedis";"17X100A100A0001A";"2020";"E";"452341104";"Châteaudun-Dunois";"RUE DU MARECHAL MAUNOURY";"ORLÉANS";"T";323.23683;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630103";"Le Lac 3";"RUE DES GENETS";"BORDEAUX";"T";322.79474;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340801";"Bourgogne-Pasteur";"6 RUE MARCEL PROUST";"ORLÉANS";"T";321.177;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630201";"Bacalan 1";"9 RUE FRANCIS GARNIER";"BORDEAUX";"T";320.5199;2
"Enedis";"17X100A100A0001A";"2020";"E";"330630312";"Chartrons-Grand Parc 12";"208 RUE EMILE COUNORD";"BORDEAUX";"I";319.66732;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341201";"Saint-Laurent-Sanitas";"61 FAUBOURG MADELEINE";"ORLÉANS";"T";319.48884;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630805";"Lestonnat-Monséjour 5";"44 RUE BREAU";"BORDEAUX";"T";319.266;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340901";"Les Blossières-Mairie";"228 RUE DES MURLINS";"ORLÉANS";"I";319.09213;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341701";"Sud";"RUE TABART";"ORLÉANS";"T";318.443;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"10 TERRASSE DU FRONT DU MEDOC";"BORDEAUX";"R";318.28937;78
"Enedis";"17X100A100A0001A";"2020";"E";"330630405";"La Bastide 5";"QUAI DESCHAMPS";"BORDEAUX";"T";318.13501;2
"Enedis";"17X100A100A0001A";"2020";"E";"452341201";"Saint-Laurent-Sanitas";"6 RUE DU COMMANDANT DE POLI";"ORLÉANS";"T";317.957;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630703";"Villa Primerose Parc Bordelais-Caudéran 3";"74 AVENUE CHARLES DE GAULLE";"BORDEAUX";"R";317.81657;50
"Enedis";"17X100A100A0001A";"2020";"E";"330630503";"Hôtel de Ville-Quinconces 3";"4 RUE BEAUBADAT";"BORDEAUX";"T";317.724;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370207";"Valbertrand";"62 IMPASSE PEROT";"TOULON";"R";317.2867;64
"Enedis";"17X100A100A0001A";"2020";"E";"352380806";"Margueritte";"RUE RABELAIS";"RENNES";"T";316.402;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630803";"Lestonnat-Monséjour 3";"40 RUE POUJEAU";"BORDEAUX";"R";316.24685;145
"Enedis";"17X100A100A0001A";"2020";"E";"330631202";"Nansouty 2";"160 RUE SAINT GENES";"BORDEAUX";"T";316.24428;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630607";"Saint-Seurin-Fondaudège 7";"127 RUE TURENNE";"BORDEAUX";"R";316.07494;63
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"15 B RUE FOSSE DE MEULE";"ORLÉANS";"T";315.686;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631208";"Nansouty 8";"20 RUE D AUPERIE";"BORDEAUX";"R";315.5056;94
"Enedis";"17X100A100A0001A";"2020";"E";"352380403";"Z.A. Nord";"30 RUE DE LA DONELIERE";"RENNES";"T";315.38921;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340803";"Gare-Munster";"7 AVENUE DE MUNSTER";"ORLÉANS";"R";315.04256;111
"Enedis";"17X100A100A0001A";"2020";"E";"352380304";"La Touche";"39 B BOULEVARD DE VERDUN";"RENNES";"T";314.90362;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"8 RUE DE LA FAIENCERIE";"BORDEAUX";"R";314.87473;66
"Enedis";"17X100A100A0001A";"2020";"E";"920730103";"République 2";"2 RUE MARCEL MONGE";"SURESNES";"T";314.83441;3
"Enedis";"17X100A100A0001A";"2020";"E";"831370205";"La Floranne";"567 RUE DAVID";"TOULON";"T";314.82509;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630309";"Chartrons-Grand Parc 9";"RUE LATOUR";"BORDEAUX";"T";314.1935;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630809";"Lestonnat-Monséjour 9";"428 AVENUE MAL DE LATTRE DE TASSIGNY";"BORDEAUX";"T";313.82153;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630606";"Saint-Seurin-Fondaudège 6";"370 BOULEVARD DU PRESIDENT WILSON";"BORDEAUX";"T";313.78956;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340103";"Bourgogne-Châtelet";"2 RUE DE L EMPEREUR";"ORLÉANS";"T";313.67138;1
