"OPERATEUR";"CODE_EIC";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"ADRESSE";"NOM_COMMUNE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Enedis";"17X100A100A0001A";"2020";"E";"330630504";"Hôtel de Ville-Quinconces 4";"1 RUE DES LAURIERS";"BORDEAUX";"R";38.44926;16
"Enedis";"17X100A100A0001A";"2020";"E";"920730103";"République 2";"17 RUE GEORGES APPAY";"SURESNES";"R";38.44667;13
"Enedis";"17X100A100A0001A";"2020";"E";"352380201";"Jules Ferry";"8 AVENUE JULES FERRY";"RENNES";"R";38.43402;17
"Enedis";"17X100A100A0001A";"2020";"E";"831370805";"Saint-Jean du Var III";"116 RUE FRANCOIS MANSART";"TOULON";"R";38.42962;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381204";"Les Cloteaux";"12 RUE DU GOUV GENERAL FELIX EBOUE";"RENNES";"R";38.41609;17
"Enedis";"17X100A100A0001A";"2020";"E";"330630308";"Chartrons-Grand Parc 8";"169 RUE MANDRON";"BORDEAUX";"R";38.41495;20
"Enedis";"17X100A100A0001A";"2020";"E";"831370505";"Haute Ville-Place Liberté";"500 BOULEVARD DE TESSE";"TOULON";"R";38.41364;19
"Enedis";"17X100A100A0001A";"2020";"E";"330631105";"Capucins-Victoire 5";"6 RUE MARBOTIN";"BORDEAUX";"R";38.40239;14
"Enedis";"17X100A100A0001A";"2020";"E";"330630103";"Le Lac 3";"79 COURS DES AUBIERS";"BORDEAUX";"T";38.39906;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380101";"Cathédrale";"6 RUE BEAUMANOIR";"RENNES";"R";38.39297;13
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"28 RUE TUDELLE";"ORLÉANS";"R";38.39267;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381109";"Henri Fréville Sud-Est";"123 AVENUE HENRI FREVILLE";"RENNES";"R";38.38837;27
"Enedis";"17X100A100A0001A";"2020";"E";"330630502";"Hôtel de Ville-Quinconces 2";"30 RUE SAINTE COLOMBE";"BORDEAUX";"T";38.38724;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381107";"Suisse";"4 ALLEE DE BERNE";"RENNES";"R";38.38092;27
"Enedis";"17X100A100A0001A";"2020";"E";"330630505";"Hôtel de Ville-Quinconces 5";"13 RUE DU CHAI DES FARINES";"BORDEAUX";"R";38.38026;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340201";"Martroi-Cathédrale";"19 RUE DE LA REPUBLIQUE";"ORLÉANS";"T";38.37785;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631203";"Nansouty 3";"10 BOULEVARD DU PDT FRANKLIN ROOSEVELT";"BORDEAUX";"R";38.37688;37
"Enedis";"17X100A100A0001A";"2020";"E";"330631209";"Nansouty 9";"10 RUE LAFONTAINE";"BORDEAUX";"R";38.37575;12
"Enedis";"17X100A100A0001A";"2020";"E";"330630508";"Hôtel de Ville-Quinconces 8";"33 RUE EDMOND MICHELET";"BORDEAUX";"T";38.37192;1
"Enedis";"17X100A100A0001A";"2020";"E";"452342001";"Poincaré-Bécasse";"4 RUE LAZARE CARNOT";"ORLÉANS";"R";38.36963;18
"Enedis";"17X100A100A0001A";"2020";"E";"920730114";"République 1";"113 BOULEVARD HENRI SELLIER";"SURESNES";"R";38.36809;13
"Enedis";"17X100A100A0001A";"2020";"E";"330630308";"Chartrons-Grand Parc 8";"167 RUE MANDRON";"BORDEAUX";"R";38.36022;20
"Enedis";"17X100A100A0001A";"2020";"E";"452341101";"Sonis-Saint-Jean";"53 RUE XAINTRAILLES";"ORLÉANS";"R";38.36001;12
"Enedis";"17X100A100A0001A";"2020";"E";"452341103";"Bannier-Coligny";"4 AVENUE DU GENERAL PATTON";"ORLÉANS";"R";38.34524;20
"Enedis";"17X100A100A0001A";"2020";"E";"330630903";"Saint-Augustin 3";"45 RUE THERESIA CABARRUS";"BORDEAUX";"R";38.33486;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380504";"Le Gast Est";"30 RUE GUY ROPARTZ";"RENNES";"R";38.32521;24
"Enedis";"17X100A100A0001A";"2020";"E";"352380203";"Jean Macé";"7 BOULEVARD DE SEVIGNE";"RENNES";"R";38.31142;12
"Enedis";"17X100A100A0001A";"2020";"E";"831370903";"Brunet-Font Pré";"1030 AVENUE COLONEL PICOT";"TOULON";"R";38.29041;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380204";"Paris Ouest Martenot";"8 RUE LECONTE DE LISLE";"RENNES";"R";38.28746;26
"Enedis";"17X100A100A0001A";"2020";"E";"352380401";"Jean Ogée";"87 BOULEVARD MAL DE LATTRE DE TASSIGNY";"RENNES";"R";38.27994;21
"Enedis";"17X100A100A0001A";"2020";"E";"352381002";"Villejean Sud-Est";"2 SQUARE DU DAUPHINE";"RENNES";"R";38.2794;28
"Enedis";"17X100A100A0001A";"2020";"E";"831370402";"Sainte-Anne";"73 AVENUE DE LA VICTOIRE";"TOULON";"R";38.26537;11
"Enedis";"17X100A100A0001A";"2020";"E";"330630609";"Saint-Seurin-Fondaudège 9";"16 RUE SEGALIER";"BORDEAUX";"R";38.26174;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380508";"Émile Bernard";"35 RUE EMILE BERNARD";"RENNES";"R";38.26119;20
"Enedis";"17X100A100A0001A";"2020";"E";"352380704";"Z.A. Sud Est";"227 RUE DE CHATEAUGIRON";"RENNES";"T";38.24649;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630308";"Chartrons-Grand Parc 8";"8 RUE PRESIDENT COTY";"BORDEAUX";"R";38.22885;18
"Enedis";"17X100A100A0001A";"2020";"E";"330630501";"Hôtel de Ville-Quinconces 1";"145 RUE SAINTE CATHERINE";"BORDEAUX";"T";38.21921;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"126 BOULEVARD DE VITRE";"RENNES";"R";38.21586;19
"Enedis";"17X100A100A0001A";"2020";"E";"352380206";"Oberthur";"3 T BOULEVARD JEANNE D ARC";"RENNES";"R";38.19062;24
"Enedis";"17X100A100A0001A";"2020";"E";"352380208";"Laennec-Dupont des Loges";"18 AVENUE SERGENT MAGINOT";"RENNES";"R";38.18339;24
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"25 AVENUE DAUPHINE";"ORLÉANS";"R";38.16873;26
"Enedis";"17X100A100A0001A";"2020";"E";"330630307";"Chartrons-Grand Parc 7";"5 RUE ETIENNE HUYARD";"BORDEAUX";"R";38.1664;25
"Enedis";"17X100A100A0001A";"2020";"E";"330630601";"Saint-Seurin-Fondaudège 1";"12 RUE CASSIGNOL";"BORDEAUX";"R";38.16172;12
"Enedis";"17X100A100A0001A";"2020";"E";"330631305";"Gare Saint-Jean 5";"95 RUE BILLAUDEL";"BORDEAUX";"R";38.1575;48
"Enedis";"17X100A100A0001A";"2020";"E";"330630313";"Chartrons-Grand Parc 13";"48 ALLEE HAUSSMANN";"BORDEAUX";"R";38.15117;20
"Enedis";"17X100A100A0001A";"2020";"E";"352380706";"La Poterie Nord";"52 RUE LOUIS PETRI";"RENNES";"R";38.14027;31
"Enedis";"17X100A100A0001A";"2020";"E";"831370611";"Champ de Mars II";"50 ALLEE DOCTEUR HENRI RAOULX";"TOULON";"R";38.10759;12
"Enedis";"17X100A100A0001A";"2020";"E";"920730105";"Cité Jardins 3";"12 RUE KELLOGG";"SURESNES";"R";38.1055;24
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"56 MAIL FRANCOIS MITTERRAND";"RENNES";"T";38.10478;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631101";"Capucins-Victoire 1";"38 B RUE TRAVERSANNE";"BORDEAUX";"R";38.09368;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"8 E RUE AURELIE NEMOURS";"RENNES";"R";38.09152;20
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"31 RUE AURELIE NEMOURS";"RENNES";"R";38.07985;23
"Enedis";"17X100A100A0001A";"2020";"E";"352380704";"Z.A. Sud Est";"2 RUE DU NOYER";"RENNES";"T";38.07422;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630501";"Hôtel de Ville-Quinconces 1";"131 RUE SAINTE CATHERINE";"BORDEAUX";"T";38.06861;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630309";"Chartrons-Grand Parc 9";"6 PARVIS DES CHARTRONS";"BORDEAUX";"T";38.0652;2
"Enedis";"17X100A100A0001A";"2020";"E";"330631006";"Saint-Bruno-Saint-Victor 6";"29 RUE JEAN RENAUD DANDICOLLE";"BORDEAUX";"R";38.05993;11
"Enedis";"17X100A100A0001A";"2020";"E";"920730110";"Cité Jardins 2";"16 AVENUE ALEXANDRE MAISTRASSE";"SURESNES";"R";38.05678;25
"Enedis";"17X100A100A0001A";"2020";"E";"452341103";"Bannier-Coligny";"111 RUE DU FAUBOURG BANNIER";"ORLÉANS";"T";38.0549;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370804";"Saint-Jean du Var I";"35 BOULEVARD MARECHAL JOFFRE";"TOULON";"R";38.05346;25
"Enedis";"17X100A100A0001A";"2020";"E";"352380108";"Saint-Louis";"RUE SAINT LOUIS";"RENNES";"T";38.04804;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631201";"Nansouty 1";"29 RUE WALTER POUPOT";"BORDEAUX";"T";38.04695;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"25 RUE MICHEL ROYER";"ORLÉANS";"T";38.03678;1
"Enedis";"17X100A100A0001A";"2020";"E";"920730109";"Cité Jardins 1";"17 AVENUE JEAN JAURES";"SURESNES";"R";38.02664;21
"Enedis";"17X100A100A0001A";"2020";"E";"330631106";"Capucins-Victoire 6";"17 RUE CRUCHINET";"BORDEAUX";"R";38.02356;12
"Enedis";"17X100A100A0001A";"2020";"E";"330630801";"Lestonnat-Monséjour 1";"93 RUE DES ORANGERS";"BORDEAUX";"R";38.02218;22
"Enedis";"17X100A100A0001A";"2020";"E";"352380705";"La Poterie Sud";"3 RUE MICHEL GERARD";"RENNES";"T";38.0199;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630504";"Hôtel de Ville-Quinconces 4";"9 COURS DU CHAPEAU ROUGE";"BORDEAUX";"R";38.01165;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631303";"Gare Saint-Jean 3";"32 B RUE DU PROFESSEUR DEVAUX";"BORDEAUX";"T";38.00872;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380109";"Vieux Saint-Étienne";"46 RUE LEGRAVEREND";"RENNES";"R";38.0064;14
"Enedis";"17X100A100A0001A";"2020";"E";"330630303";"Chartrons-Grand Parc 3";"16 RUE CANIS";"BORDEAUX";"R";38.00623;19
"Enedis";"17X100A100A0001A";"2020";"E";"330630808";"Lestonnat-Monséjour 8";"388 RUE PASTEUR";"BORDEAUX";"R";38.0049;20
"Enedis";"17X100A100A0001A";"2020";"E";"330630805";"Lestonnat-Monséjour 5";"294 RUE PASTEUR";"BORDEAUX";"R";38.00063;23
"Enedis";"17X100A100A0001A";"2020";"E";"330631106";"Capucins-Victoire 6";"71 COURS DE LA SOMME";"BORDEAUX";"R";37.99682;17
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"19 RUE AMIRAL GASPARD DE COLIGNY";"RENNES";"R";37.99605;27
"Enedis";"17X100A100A0001A";"2020";"E";"330630507";"Hôtel de Ville-Quinconces 7";"8 PLACE DES QUINCONCES";"BORDEAUX";"T";37.99502;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341801";"2002";"3 PLACE DU BOIS";"ORLÉANS";"R";37.97888;21
"Enedis";"17X100A100A0001A";"2020";"E";"352380206";"Oberthur";"123 B AVENUE ARISTIDE BRIAND";"RENNES";"R";37.97776;26
"Enedis";"17X100A100A0001A";"2020";"E";"330630608";"Saint-Seurin-Fondaudège 8";"4 RUE RAYMOND LARTIGUE";"BORDEAUX";"I";37.97288;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630504";"Hôtel de Ville-Quinconces 4";"31 RUE SAINT REMI";"BORDEAUX";"R";37.97135;11
"Enedis";"17X100A100A0001A";"2020";"E";"831370205";"La Floranne";"200 AVENUE DU GAI COTEAU";"TOULON";"R";37.97025;21
"Enedis";"17X100A100A0001A";"2020";"E";"330630507";"Hôtel de Ville-Quinconces 7";"3 RUE FOY";"BORDEAUX";"R";37.97012;17
"Enedis";"17X100A100A0001A";"2020";"E";"330631107";"Capucins-Victoire 7";"42 RUE RENE ROY DE CLOTTE";"BORDEAUX";"R";37.96878;15
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"RUE O REILLY";"BORDEAUX";"T";37.95408;2
"Enedis";"17X100A100A0001A";"2020";"E";"352380901";"Arsenal";"8 RUE DE REDON";"RENNES";"R";37.95103;20
"Enedis";"17X100A100A0001A";"2020";"E";"831370504";"Haute Ville-La Gare";"6 BOULEVARD PIERRE TOESCA";"TOULON";"R";37.93561;12
"Enedis";"17X100A100A0001A";"2020";"E";"330631002";"Saint-Bruno-Saint-Victor 2";"9 TERRASSE DU FRONT DU MEDOC";"BORDEAUX";"T";37.93347;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630701";"Villa Primerose Parc Bordelais-Caudéran 1";"4 RUE EMILE DREUX";"BORDEAUX";"R";37.92941;22
"Enedis";"17X100A100A0001A";"2020";"E";"352380106";"Colombier Sud et Ouest";"1 ALLEE MARCEL VIAUD";"RENNES";"I";37.92063;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630401";"La Bastide 1";"35 RUE LEONCE MOTELAY";"BORDEAUX";"R";37.91575;24
"Enedis";"17X100A100A0001A";"2020";"E";"352380209";"Alphonse Guérin";"112 AVENUE SERGENT MAGINOT";"RENNES";"R";37.91228;17
"Enedis";"17X100A100A0001A";"2020";"E";"452341102";"Bannier-Médiathèque";"35 RUE DU FAUBOURG BANNIER";"ORLÉANS";"R";37.89977;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"8 RUE GABRIEL GERMAIN";"RENNES";"R";37.89951;25
"Enedis";"17X100A100A0001A";"2020";"E";"330630401";"La Bastide 1";"15 RUE FOURTEAU";"BORDEAUX";"R";37.89877;24
"Enedis";"17X100A100A0001A";"2020";"E";"831370310";"Saint-Roch II";"9 AVENUE DES DARDANELLES";"TOULON";"R";37.8881;17
"Enedis";"17X100A100A0001A";"2020";"E";"330630405";"La Bastide 5";"RUE JOSEPH FAURE";"BORDEAUX";"T";37.88543;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370103";"Le Temple";"134 BOULEVARD FLAMENQ";"TOULON";"R";37.88513;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380105";"Liberté Champ de Mars";"3 BOULEVARD DE LA TOUR D AUVERGNE";"RENNES";"R";37.87873;15
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"8 D RUE AURELIE NEMOURS";"RENNES";"R";37.86771;13
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"35 BOULEVARD D ANJOU";"RENNES";"R";37.84303;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380105";"Liberté Champ de Mars";"63 RUE DU 19 MARS 1962";"RENNES";"R";37.82471;27
"Enedis";"17X100A100A0001A";"2020";"E";"330630303";"Chartrons-Grand Parc 3";"8 ALLEE FRANCIS DELOBELLE";"BORDEAUX";"R";37.82339;16
"Enedis";"17X100A100A0001A";"2020";"E";"330630702";"Villa Primerose Parc Bordelais-Caudéran 2";"97 AVENUE GENERAL LECLERC";"BORDEAUX";"R";37.81382;17
"Enedis";"17X100A100A0001A";"2020";"E";"352380202";"Les Mottais";"123 B RUE DE FOUGERES";"RENNES";"R";37.8061;16
"Enedis";"17X100A100A0001A";"2020";"E";"452340502";"Argonne Sud-Jean Zay";"1 RUE JEANNE JUGAN";"ORLÉANS";"R";37.80522;21
"Enedis";"17X100A100A0001A";"2020";"E";"330631105";"Capucins-Victoire 5";"11 RUE DE TAUZIA";"BORDEAUX";"I";37.79911;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630608";"Saint-Seurin-Fondaudège 8";"3 RUE ERNEST DENIS";"BORDEAUX";"R";37.79686;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630101";"Le Lac 1";"10 PROMENADE DU LAC";"BORDEAUX";"R";37.79666;25
"Enedis";"17X100A100A0001A";"2020";"E";"352380304";"La Touche";"9 RUE CARDINAL PAUL GOUYON";"RENNES";"R";37.78885;11
"Enedis";"17X100A100A0001A";"2020";"E";"831370304";"Les Routes II";"73 TRAVERSE DE LA BEAUCAIRE";"TOULON";"R";37.78524;20
"Enedis";"17X100A100A0001A";"2020";"E";"831370104";"Pont du Las I";"18 AVENUE DU 1ER BATAILLON DE CHOC";"TOULON";"R";37.77772;11
"Enedis";"17X100A100A0001A";"2020";"E";"330630501";"Hôtel de Ville-Quinconces 1";"8 RUE DES PALANQUES";"BORDEAUX";"T";37.77127;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380801";"Albert de Mun";"2 D RUE PIERRE MARTIN";"RENNES";"R";37.76186;22
"Enedis";"17X100A100A0001A";"2020";"E";"352380110";"Hôtel-Dieu";"50 RUE LEGRAVEREND";"RENNES";"R";37.75688;20
"Enedis";"17X100A100A0001A";"2020";"E";"330631003";"Saint-Bruno-Saint-Victor 3";"136 RUE GUILLAUME LEBLANC";"BORDEAUX";"R";37.75354;13
"Enedis";"17X100A100A0001A";"2020";"E";"330631304";"Gare Saint-Jean 4";"214 COURS DE LA MARNE";"BORDEAUX";"R";37.75301;16
"Enedis";"17X100A100A0001A";"2020";"E";"452340401";"Carmes Sud";"11 RUE DES CARMES";"ORLÉANS";"T";37.74712;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341102";"Bannier-Médiathèque";"21 AVENUE DE PARIS";"ORLÉANS";"T";37.74276;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370506";"Cathédrale";"54 RUE ALEZARD";"TOULON";"R";37.74086;13
"Enedis";"17X100A100A0001A";"2020";"E";"352380305";"Port Cahours";"5 SQUARE RENE COTY";"RENNES";"R";37.72836;24
"Enedis";"17X100A100A0001A";"2020";"E";"352380401";"Jean Ogée";"84 BOULEVARD DE VERDUN";"RENNES";"R";37.71214;12
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"98 AVENUE DAUPHINE";"ORLÉANS";"T";37.71177;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370602";"Le Mourillon IV";"49 RUE CHARTREUSE DE MONTRIEUX";"TOULON";"R";37.70842;13
"Enedis";"17X100A100A0001A";"2020";"E";"352380109";"Vieux Saint-Étienne";"10 CONTOUR SAINT AUBIN";"RENNES";"T";37.70509;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341601";"Mouillère-Dauphine";"11 RUE DES DAHLIAS";"ORLÉANS";"R";37.70123;19
"Enedis";"17X100A100A0001A";"2020";"E";"452341204";"Beaumont-Vauquois";"5 RUE DE TALCY";"ORLÉANS";"R";37.69897;22
"Enedis";"17X100A100A0001A";"2020";"E";"330630204";"Bacalan 4";"114 RUE ACHARD";"BORDEAUX";"T";37.69681;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631202";"Nansouty 2";"44 RUE PEREY";"BORDEAUX";"R";37.69633;25
"Enedis";"17X100A100A0001A";"2020";"E";"352380808";"La Madeleine Mauconseil";"7 B BOULEVARD GEORGES CLEMENCEAU";"RENNES";"R";37.696;17
"Enedis";"17X100A100A0001A";"2020";"E";"330630306";"Chartrons-Grand Parc 6";"5 RUE HENRI EXPERT";"BORDEAUX";"R";37.68698;20
"Enedis";"17X100A100A0001A";"2020";"E";"452341103";"Bannier-Coligny";"10 BOULEVARD DE QUEBEC";"ORLÉANS";"R";37.68618;24
"Enedis";"17X100A100A0001A";"2020";"E";"920730112";"Plateau Ouest 2";"AVENUE EDOUARD VAILLANT";"SURESNES";"T";37.68176;1
"Enedis";"17X100A100A0001A";"2020";"E";"920730101";"Bas de Suresnes 1";"21 AVENUE SISLEY";"SURESNES";"R";37.68141;25
"Enedis";"17X100A100A0001A";"2020";"E";"330631304";"Gare Saint-Jean 4";"27 RUE SAINT VINCENT DE PAUL";"BORDEAUX";"T";37.6773;1
"Enedis";"17X100A100A0001A";"2020";"E";"920730101";"Bas de Suresnes 1";"RUE BENOIT MALON";"SURESNES";"I";37.67406;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631209";"Nansouty 9";"10 RUE LAJARTE";"BORDEAUX";"R";37.66749;12
"Enedis";"17X100A100A0001A";"2020";"E";"330630308";"Chartrons-Grand Parc 8";"34 RUE ALBERT";"BORDEAUX";"R";37.65945;13
"Enedis";"17X100A100A0001A";"2020";"E";"831370402";"Sainte-Anne";"199 AVENUE DE LA VICTOIRE";"TOULON";"R";37.64266;21
"Enedis";"17X100A100A0001A";"2020";"E";"920730114";"République 1";"21 RUE DE SAINT CLOUD";"SURESNES";"R";37.63183;19
"Enedis";"17X100A100A0001A";"2020";"E";"831370306";"Les Pomets-Saint Pierre-Les Moulins";"RUE A TROLLEY DE PREVEAUX";"TOULON";"T";37.62435;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"12 AVENUE JEAN MOULIN";"TOULON";"R";37.61876;19
"Enedis";"17X100A100A0001A";"2020";"E";"330630313";"Chartrons-Grand Parc 13";"19 ALLEE HAUSSMANN";"BORDEAUX";"R";37.61715;25
"Enedis";"17X100A100A0001A";"2020";"E";"352380803";"Gaëtan Hervé";"122 RUE DE CHATILLON";"RENNES";"R";37.617;25
"Enedis";"17X100A100A0001A";"2020";"E";"831370208";"Les Routes I";"RUE DES GLYCINES";"TOULON";"T";37.61606;1
"Enedis";"17X100A100A0001A";"2020";"E";"452340103";"Bourgogne-Châtelet";"CENTRE COMMERCIAL HALLES CHATELET";"ORLÉANS";"T";37.60729;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370311";"Saint-Roch I";"260 CHEMIN DE PLAISANCE";"TOULON";"R";37.60469;11
"Enedis";"17X100A100A0001A";"2020";"E";"352380308";"Z.A. Ouest";"RUE MANOIR DE SERVIGNE";"RENNES";"T";37.60287;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370104";"Pont du Las I";"150 BOULEVARD BEAUMARCHAIS";"TOULON";"R";37.60196;14
"Enedis";"17X100A100A0001A";"2020";"E";"352380302";"Rue de Brest Ouest";"62 D RUE PAPU";"RENNES";"R";37.60092;27
"Enedis";"17X100A100A0001A";"2020";"E";"831370802";"Aguillon";"226 RUE GENERAL MICHEL AUDEOUD";"TOULON";"R";37.59682;23
"Enedis";"17X100A100A0001A";"2020";"E";"330630904";"Saint-Augustin 4";"37 RUE DESPUJOL";"BORDEAUX";"R";37.59552;12
"Enedis";"17X100A100A0001A";"2020";"E";"330631106";"Capucins-Victoire 6";"19 COURS DE L ARGONNE";"BORDEAUX";"R";37.58832;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370802";"Aguillon";"73 AVENUE DE LA RESISTANCE";"TOULON";"R";37.58265;14
"Enedis";"17X100A100A0001A";"2020";"E";"920730116";"Carnot Gambetta 4";"98 RUE ROUGET DE LISLE";"SURESNES";"R";37.57964;11
"Enedis";"17X100A100A0001A";"2020";"E";"352380806";"Margueritte";"52 RUE DE L ALMA";"RENNES";"R";37.5547;14
"Enedis";"17X100A100A0001A";"2020";"E";"330630401";"La Bastide 1";"1 RUE REIGNIER";"BORDEAUX";"R";37.5546;20
"Enedis";"17X100A100A0001A";"2020";"E";"330630202";"Bacalan 2";"2 RUE DANIEL IFFLA OSIRIS";"BORDEAUX";"R";37.54915;18
"Enedis";"17X100A100A0001A";"2020";"E";"831370604";"Le Mourillon II";"195 BOULEVARD DOCTEUR CUNEO";"TOULON";"R";37.54889;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"25 B RUE DE GASCOGNE";"RENNES";"R";37.54092;19
"Enedis";"17X100A100A0001A";"2020";"E";"330631304";"Gare Saint-Jean 4";"8 RUE JEAN DESCAS";"BORDEAUX";"R";37.52342;11
"Enedis";"17X100A100A0001A";"2020";"E";"330631103";"Capucins-Victoire 3";"59 RUE DU MIRAIL";"BORDEAUX";"R";37.51081;13
"Enedis";"17X100A100A0001A";"2020";"E";"831370312";"Pont du Las II";"14 RUE DE L ORANGERIE";"TOULON";"R";37.50707;13
"Enedis";"17X100A100A0001A";"2020";"E";"352380208";"Laennec-Dupont des Loges";"24 B BOULEVARD RENE LAENNEC";"RENNES";"R";37.50419;16
"Enedis";"17X100A100A0001A";"2020";"E";"352380306";"Stade Rennais";"1 RUE DOCTEUR YVES LOUVIGNE";"RENNES";"R";37.50105;21
"Enedis";"17X100A100A0001A";"2020";"E";"831370803";"Saint-Jean du Var II";"27 RUE MARIUS TOUZET";"TOULON";"R";37.49957;13
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"16 RUE GINA PANE";"RENNES";"R";37.49062;27
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"17 RUE ARMAND REBILLON";"RENNES";"R";37.47386;13
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"BOULEVARD DE L YSER";"RENNES";"T";37.46799;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380804";"Jean-Baptiste Barre";"85 RUE DE L ALMA";"RENNES";"R";37.46495;24
"Enedis";"17X100A100A0001A";"2020";"E";"330630308";"Chartrons-Grand Parc 8";"80 COURS DE LUZE";"BORDEAUX";"R";37.46413;22
"Enedis";"17X100A100A0001A";"2020";"E";"352381202";"Henri Fréville Sud-Ouest";"4 COURS D HELSINKI";"RENNES";"R";37.46402;22
"Enedis";"17X100A100A0001A";"2020";"E";"831370102";"Pont de Bois";"310 BOULEVARD DU GENERAL BROSSET";"TOULON";"R";37.46062;16
"Enedis";"17X100A100A0001A";"2020";"E";"831370503";"Place d'Armes-Arsenal";"93 RUE AMIRAL HERVE DE PRIMAUGUET";"TOULON";"R";37.45855;18
"Enedis";"17X100A100A0001A";"2020";"E";"831370603";"Le Mourillon III";"6 RUE CASTEL";"TOULON";"R";37.45187;11
"Enedis";"17X100A100A0001A";"2020";"E";"330631305";"Gare Saint-Jean 5";"118 RUE MALBEC";"BORDEAUX";"R";37.44565;22
"Enedis";"17X100A100A0001A";"2020";"E";"831370802";"Aguillon";"100 BOULEVARD JULES MICHELET";"TOULON";"R";37.4413;32
"Enedis";"17X100A100A0001A";"2020";"E";"452341204";"Beaumont-Vauquois";"11 RUE DE TALCY";"ORLÉANS";"R";37.43806;20
"Enedis";"17X100A100A0001A";"2020";"E";"330631106";"Capucins-Victoire 6";"11 COURS DE LA SOMME";"BORDEAUX";"R";37.4374;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380203";"Jean Macé";"10 RUE GEORGE SAND";"RENNES";"R";37.43108;17
"Enedis";"17X100A100A0001A";"2020";"E";"352380105";"Liberté Champ de Mars";"47 BOULEVARD DE LA LIBERTE";"RENNES";"R";37.42805;16
"Enedis";"17X100A100A0001A";"2020";"E";"920730102";"Carnot Gambetta 1";"7 RUE CARNOT";"SURESNES";"T";37.42761;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630306";"Chartrons-Grand Parc 6";"128 BOULEVARD GODARD";"BORDEAUX";"R";37.42622;19
"Enedis";"17X100A100A0001A";"2020";"E";"330631104";"Capucins-Victoire 4";;"BORDEAUX";"I";37.42041;1
